scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0576.png,303.2138635738752,295.3625158614078,330.9978839311665,295.5902537331889,304.1248150609995,275.32158314467307,330.31467031582326,274.4106316575488,314.600757162929,241.84411599285488,300.25327124072123,235.4674555829847,328.2650294697936,233.19007686517398,299.7977954971591,214.51557137912573,324.3934856495153,211.7827169177528
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0615.png,302.86467745601124,297.0954750830093,332.0655181049789,295.44704053024503,303.10016810640616,273.54641004351924,330.65257420260946,273.5464100435193,316.28764452852056,242.22615354099756,301.68722420403674,234.45496207796586,330.1815929018196,232.80652752520155,301.4517335536418,213.02531289202994,326.1782518451064,211.37687833926563
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0676.png,302.41398856869444,295.8384201766173,331.47527920261325,294.9836763344432,302.6989031827525,273.8999948941492,330.33562074638115,273.04525105197513,314.6653169731896,242.27447273370822,299.2799278140562,236.86109506660569,326.63173076362676,233.15720508385132,297.570440129708,213.78301132790546,323.7825846230465,210.36403595920913
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0747.png,304.0174613664365,295.8854213969637,332.81709572213873,294.29803997578324,304.24423014089086,276.15653801943535,330.3226392031409,275.4762316960723,314.44882499133655,241.00737797901138,300.38916097516693,235.33815861765268,328.5084890075061,233.52400842201789,300.8426985240757,211.0738997510374,326.92110758632566,210.16682465322003
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0791.png,304.7251131936165,296.1745418934197,331.93736612813825,293.2963228330376,304.4634569153999,275.7653521925284,330.89074101527206,274.71872707966213,312.8364578183297,243.05831741545887,298.7070187946357,235.99359790361186,325.13430289450787,232.59206628679664,298.44536251641915,212.4445328641218,324.6109903380747,211.13625147303904
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0834.png,304.402272955677,297.2227950897948,331.73275576405956,293.9801954345629,303.0125873891491,274.7562117642599,332.19598428623556,272.44006915337997,308.3397153941728,235.3817873793019,293.9796312067175,228.66497380775024,320.1520427096602,225.6539884136064,293.9796312067175,208.51453309309528,318.99397140422025,206.4300047433034
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0893.png,304.02642260941684,297.6147949584563,332.7504673736343,295.0951419089635,304.27838791436614,277.7095358674635,329.97884901919224,275.94577873281855,312.0893123677937,238.6549136003257,297.4753246807357,230.84398914689817,323.4277510905111,228.07237079245613,296.2154981559893,210.43479944600685,320.656132736069,208.92300761631117
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0931.png,302.6099725129193,295.33113648996834,332.72951742762507,293.8251592442331,301.60598768242915,274.24745504967433,331.2235401818898,272.4904815963165,311.143843572086,240.36296702063035,297.84104456809087,233.8370656224441,324.446642576081,231.57809975384117,297.3390521528458,209.99242589830203,321.4346880846104,207.48246382207657
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img0965.png,303.7669792649459,297.6517757124442,331.44439891629713,293.94497843770966,302.77849999168336,275.4109920640369,330.4559196430346,274.4225127907744,309.20361526788986,243.03829586468865,296.60050453379245,235.8718211335352,324.030804366828,234.636222041957,295.6120252605299,214.37239694007488,321.8067260019873,213.38391766681235
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img1088.png,304.4570531202649,297.5460665760447,332.27983737062533,293.2461817373527,306.22759393619697,274.2761015666524,331.5210341637973,273.26436395754837,314.32149480902905,226.47149953648764,298.89249627019285,216.10118904317147,325.70354291144923,216.8599922499995,300.66303708612486,193.59002724060713,326.46234611827725,192.3253552292271
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img1123.png,304.0249553960642,295.224419492349,331.5948052441486,292.94800987186494,305.7954962119962,275.2426017125447,330.5830676350446,276.0014049193727,312.6247250734483,239.57885099162812,298.9662673505441,232.74962213017602,326.5361171986285,231.484950118796,300.2309393619241,211.7560667412677,325.5243795895245,208.72085391395564
labeled-data,4_ATR_cop_video2022-02-02T17_56_14,img1180.png,304.01616907515137,295.757985098499,331.2342365936335,292.8313111717805,302.845499504464,275.2712676114694,329.4782322376024,273.5152632554383,313.3815256406506,241.90718484687835,298.4554886143862,232.83449567405097,327.1368930962276,232.24916088870728,300.21149297041734,210.88444122366215,326.25889091821205,208.54310208228733
