scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0599.png,301.75963467174125,280.90468851757873,332.2047962882276,284.1879902605332,304.4459724614312,260.9063960832201,333.3987241947565,261.80184201311675,312.50498583050114,228.37186063030822,295.78999513909685,228.67034260694044,317.5791794332489,214.0447257519617,282.0598242140148,212.2538338921684,301.75963467174125,199.41910889698295
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0607.png,301.9732145161274,281.2639328965968,330.4889033550984,284.46195407479917,304.9047339294796,263.40831465163376,332.3544157090498,265.5403287704353,313.16628863983567,212.23997580039617,297.176182748824,213.57248462464713,319.82883276109055,199.18138932273658,285.98310862511573,197.84888049848558,306.770246283431,182.65827990202445
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0702.png,302.2746633842254,281.3021734771095,332.2924530796247,283.5892431681875,303.7040819411492,260.43266254602236,332.00656936824,261.8620811029461,328.57596483162285,221.5524777976956,311.99470957130706,226.41250089123645,330.5771508113162,206.40064109430355,300.5593611159169,213.54773387892246,316.5688489534631,193.82175779337433
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0783.png,300.8458165947244,282.26353740717013,330.61648647180806,283.75207090102435,304.56715032935983,262.54046861360223,332.1050199656622,262.9126019870658,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0810.png,302.0763613591951,282.6479589347366,331.0969499053913,283.58410695235585,303.32455871602076,263.924998582352,331.4089992445977,265.1731959391776,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0846.png,301.7620094447403,281.1138584845796,332.39614503993863,283.6044386142706,304.2525895744312,262.6835655248668,331.89802901400043,263.181681550805,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0881.png,302.53820649493707,282.27051490792263,332.05594196974477,283.3026035608879,304.6023838008677,264.1057546157333,330.19818239440724,265.5506787298847,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0887.png,302.66555557464244,281.1980924242189,331.55628507905715,283.9377305668789,303.41272961354974,261.5225093996605,332.0544011049953,262.2696834385679,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0914.png,301.83739310304327,282.22097465258025,331.3434994099302,284.3423287007878,303.18734567917534,264.86444153088206,331.7292001459679,265.63584300295753,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img0966.png,301.6647159495261,281.77695363941996,332.107939371359,283.09104961446315,304.5119238954529,263.59862598465645,330.13679540879434,263.817641980497,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img1069.png,301.7947479751805,281.93542043428664,333.03263120493034,283.9152862727919,304.4345690931875,261.91677695606666,332.81264611176306,261.0368365833976,,,,,,,,,,
labeled-data,5_ATR_cop_video2022-02-03T14_38_43,img1123.png,301.6480174334894,283.0594958055049,332.5757895186862,284.7777053657936,304.32078786060515,262.8228054287712,332.00305299858996,263.7773662955982,,,,,,,,,,
