scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0637.png,298.3109099533089,302.498890429593,326.7955876778245,299.8658529928731,299.0290110724144,282.63142613434263,323.683816161701,281.1952238961317,301.9014155488361,254.8648495289324,288.73622836523646,247.92320537757985,314.1091345736285,248.1625724172817,288.4968613255346,228.7738422014349,312.4335652957158,228.5344751617331
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0675.png,298.17238136684244,302.5497292753532,328.2027693274892,300.8266742284308,298.41853208783135,284.0884252011851,324.7566592336445,280.6423151073404,302.6030943446428,254.30418796152725,290.5417090161863,247.41196777383783,314.9106303940882,246.6735156108711,291.0340104581641,229.19681442065863,313.92602751013254,229.19681442065863
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0691.png,298.16861351643615,303.2268181955915,327.8501264394609,300.3544137191697,297.4505123973307,284.07745501944646,324.97772196303913,282.16251870183197,302.237853191367,255.35341025522902,289.31203304746913,247.45429794506924,315.4030403749666,246.25746274656018,289.5514000871709,229.7411370071351,311.57316773973764,228.30493476892426
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0765.png,298.22602574936354,303.9478072247306,328.55586478396924,301.14420865850644,297.97115315243406,284.5774898580916,323.45841284538005,282.28363648572645,302.3039873002349,253.99277822655642,290.57984784147976,247.111218109461,315.81223493749627,245.58198252788424,290.8347204384092,227.4860281458926,313.2635089682017,226.21166516124532
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0790.png,297.5684723775861,302.74180436551063,328.1531840091213,299.6833332023571,298.078217571445,283.6263595958011,323.82034986132044,281.07763362650655,302.41105171924585,253.04164796426596,289.92229446970225,245.39547005638218,315.66442675957774,244.37597966866434,290.17716706663174,226.78977048053162,315.1546815657188,226.02515268974327
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0808.png,299.40077570434505,302.93971342157505,327.49199991420915,300.1584040938657,298.0101210404904,282.3580243965261,322.48564312433234,281.5236315982133,302.4602159648253,255.37932391774575,290.50058585567524,247.31352686738873,316.08863167060093,245.3666103379922,291.613109586759,229.2350162372782,313.58545327566253,226.73183784233981
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0829.png,299.6894383023143,303.18528268416793,327.7060420180203,300.81099423368437,298.9771517671692,283.9535462352511,324.3820381873433,282.05411547486426,303.72572866813636,255.46208482944834,290.19228450038,247.15207525275588,315.3597420755058,245.01521564732067,290.42971334542835,227.92033880383903,312.7480247799739,227.44548111374232
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0859.png,297.93621477106217,302.60368861450536,328.1604221970546,299.6615091305592,297.1338021845314,283.6132573999438,324.6833009887546,282.27590308905917,303.8205737389545,254.45893342265913,290.4470306301083,247.5046910060591,314.78687908820837,246.16733669517447,291.51691407881606,228.78173065367446,312.3796413286161,227.1769054806129
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0940.png,298.9531481954835,302.6822242618634,327.5948196869291,300.68976015811063,298.2059741565762,283.7538152762124,325.35329757020725,282.25946719839783,303.68525044189624,253.86685371992135,290.7342337675035,245.8969973049104,314.8928610255054,245.39888127897223,288.9607856595913,227.82333216143348,313.6175289435314,224.2977560867971
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0989.png,298.19160341231816,303.3086487738604,327.975840651976,300.1086894010046,296.7146990863847,284.6011939787034,324.7758812791202,280.6627824428809,301.14541206418505,256.0477103439901,288.3455745727618,247.92473655135615,313.69909883461935,247.43243510937833,286.86867024682834,230.94033680312148,310.74529018275246,230.69418608213257
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img1082.png,299.0131154535128,303.1885388511857,328.03273490238223,300.6204309353565,297.4722507040153,282.1300539413866,324.43738382022144,279.3051352339745,303.3788989104223,253.62405607568292,290.28154853969363,247.46059707769294,315.4490061148194,246.43335391136128,287.97025141544736,228.19978770897427,314.42176294848775,225.6316797931451
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img1176.png,297.8244163116102,303.66244682590224,328.54673976354076,300.84818818908417,298.0589378646784,283.49359326203944,323.38726559604095,281.14837773135775,303.21841203217815,253.94387757544976,290.3197266134287,246.43918787726824,316.3516190039958,245.2665801119274,290.3197266134287,228.14650673795083,311.66118794263235,226.27033431340544
