scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0389.png,314.90011181170394,324.9263028411815,342.01933140285985,317.25105201349584,309.0157528438116,305.226492383455,336.9024975177361,299.5979751098189,319.5052623083153,261.4775626656469,301.59634371038214,257.8957789460603,329.99477177281904,250.22052811837466,300.06129354484506,236.6609183227967,324.3662544991829,229.75319257787962
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0506.png,312.8400575303499,325.31337969542324,341.2462383714006,317.54606462169846,309.51120821303925,304.00874406463527,336.1420027515243,301.12374132296605,319.4977561649712,256.73908375882434,301.9658164271352,251.85677142676877,329.70622740472373,243.86753306522326,296.86158080725886,231.6617522350843,322.6046821944611,224.1163604491802
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0558.png,317.84078822569643,326.1018954262887,343.0944954629009,318.256083469099,312.6919741287906,307.71327365162523,336.71977324768426,304.5259125440169,311.22088438681754,275.1041177045553,296.7551685907489,267.7486689946899,322.74442069893996,261.86431002679757,293.3226258594784,245.43714124143153,318.08596984935855,242.00459851016103
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0620.png,312.8667619762852,323.62321581177,341.0093483444659,319.99879180980736,309.02913656244243,305.28789439007653,337.17172293062305,302.30307462375436,315.21197750696695,262.8608134259254,299.43507302783536,256.46477106952074,324.37963821781364,249.2159230655954,294.3182391427116,234.9314284696249,317.34399162576847,228.53538611322023
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0657.png,312.7395553538869,323.96071364677636,341.8415480755283,317.9164536199739,308.9339101518261,304.9324876364724,335.7972880487258,300.2313965045149,308.710048669352,272.9202956426669,292.36816044873797,264.6374207911228,319.90312279306016,262.174944483907,290.12954562399636,243.14671847360302,313.6350012837836,238.44562734164555
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0709.png,312.33914275133213,325.46903610804225,341.91890045505033,318.92084547134124,308.5005482401626,302.66326871815255,336.0481088497322,298.37307485272777,314.82293919973597,275.56730746283813,298.3395627694197,270.37391488890285,323.40332693058554,263.8257242522019,294.9525676125054,247.3423478218856,317.53253532526736,241.9231555708227
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0746.png,313.45935723880075,326.79474186905964,341.9333748927224,320.27950054146737,308.8745577860506,304.59466030837496,337.58988067432756,299.76855562126957,314.4245781762218,274.1902007796112,298.0158222400636,268.39887515508474,325.7659241909194,262.36624429620304,296.08538036522145,248.3705407035975,320.21590380074826,243.78574125084742
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0957.png,314.3318680268144,327.1440820733985,341.70983660420666,319.07925412036826,310.7239186794061,305.9208506180557,335.76733179671066,300.61504275422,307.3282016465513,272.388144918614,292.6841719423647,264.96001390924397,319.2132112615433,259.8664383599617,292.2597073132579,243.73678245390113,313.9074033977075,241.82669162292026
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img0973.png,314.9741271045815,326.2515628174285,341.63399456286834,319.5357183432036,308.0547721917436,303.8654145700121,335.12166052725627,301.62679974527043,310.0898765778725,271.30374439195185,294.4195728046809,264.99492079495263,321.48646114019357,261.3317328999209,292.58797885716507,244.64387693366496,312.3284914026141,240.7771786000203
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img1019.png,315.0622146597404,326.5276004999738,341.7821661522844,318.9608885728817,309.62364046214293,304.53684396186236,334.2154542251923,301.6993269892028,313.406996425689,270.01372079450465,297.80065307606156,263.6293076060207,326.1758228026569,258.90011265158813,296.14543484201016,242.58439005879578,318.13619138012155,239.273953590693
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img1051.png,313.9496986814352,328.049819816905,342.3093628508029,320.9599037745631,308.4607314228479,304.2642950296934,335.4481537775688,300.14756958575293,311.6626289903572,271.3304914781696,296.1105550910265,264.6979893740433,324.69892622950204,259.6664360536716,293.3660714617329,245.0291900307721,318.0664241253757,239.76892974129262
labeled-data,6_ATR_cop_video2022-02-04T15_36_12,img1167.png,314.45209084932765,325.7614902993023,342.81175501869535,319.51275073656024,307.24200673847145,305.33291865187635,337.5243600040675,299.0841790891343,309.40503197172825,275.2909015233089,294.0235192019017,265.91779217919577,322.3831833712694,265.43711990513873,293.5428469278446,246.2102289428555,318.0571329047557,244.52787598365575
