scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0597.png,312.9090076282338,300.4193314549938,337.92618215525545,295.640770028484,310.09808914205155,276.80761617106316,335.3963555176915,274.8399732307356,315.719926114416,255.1635438274601,304.47625216968714,247.2929720661499,329.77451854532706,249.54170685509564,307.00607880725113,224.52453232807392,330.3367022425635,227.0543589656379
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0734.png,312.6738175853514,299.3218107977819,336.7914981967948,297.37290731402885,308.7760106178454,276.6658077991532,333.86814297116535,276.9094207346223,315.3535598755118,255.22786947787014,304.147364843932,246.2141908655125,329.72672306819015,249.13754609114199,306.8271071340924,225.01986547969858,330.2880506530414,227.06278728846874
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0735.png,312.3828663168569,299.0434016503154,338.28671302601117,296.1358270196961,309.4752916862376,278.4260542695599,335.90778832823173,275.51847963894056,316.34774081315607,256.2227570902848,305.77474215635834,246.17840836632703,332.2072387983526,250.67193279546603,308.41799182055775,224.23943615347184,333.7931885968722,225.56106098557154
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0747.png,311.76930938570854,298.8629702721182,337.14056101327037,296.0698049553224,308.9761440689127,276.75041151415144,336.44226968407145,274.65553752655455,315.49352980810295,254.40508897978498,303.62257721172074,243.69795526540108,328.9938288392826,247.42217568779546,305.71745119931757,224.3785618242301,329.69212016848155,226.0079082590277
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0781.png,312.8818038550107,300.7241139218711,338.2175491437997,294.8774034706121,311.1765133067268,278.3117238587115,334.806968047232,276.3628203749585,311.90735211313415,254.43765618273721,299.7267053396779,245.9112034413178,324.3316118220596,246.88565518319433,302.8936735007766,226.42216860378778,328.71664466050385,224.96049099097303
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0853.png,314.1720405904915,299.8482119958329,338.31635095601456,294.877324567637,309.37868485615974,277.12415518122293,333.1679318339545,276.2364967119023,311.5090651825294,257.0630737745752,301.2122269384093,245.52351367340606,326.77679085484544,250.6719327954661,307.939691848672,224.48995309925797,329.9723613444,231.32097816427483
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0934.png,313.0771621966568,301.7349596609897,338.01444746143966,296.0943832320507,308.62407554223125,277.39141928346356,335.34259546878434,275.31331217806496,313.9677795275419,253.9384962368225,303.57724400054906,243.54796070982962,330.29576392710214,246.81355758974166,306.5459684368327,223.95437943035736,330.8895088143588,226.32935897938432
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img0983.png,311.58318614414856,299.0643503901914,337.32824061601326,294.27987124055284,308.16570103726383,275.14195464199855,334.13858784958757,275.5976193229165,315.00067125103317,257.14319974573914,304.2925512494612,247.34640910600302,329.80977338086694,250.30822953196974,305.88737763267403,224.56317506010504,332.99942614729264,226.84149846469484
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img1012.png,312.78063692611863,300.35052806074964,335.9978373347956,295.2849570624928,308.1371968443832,276.92226219381195,334.73144458523143,275.02267306946567,307.92613138612245,253.49399632687425,295.89540026526265,243.78498524688206,321.4343207148073,246.31777074601047,297.3728584730875,224.78909400341905,323.1228443808929,225.2112249199405
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img1098.png,311.4528556893906,300.10906523135054,338.2956478016486,294.3925446889252,309.21595634670246,275.7517168331905,336.05874845896045,273.7633618619122,313.9382994034886,254.87398963476767,303.00234706145756,244.93221477837582,330.0936835451253,247.91474723529336,305.7363351469653,225.7942981798215,332.82767163063306,224.55157632277255
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img1145.png,312.89997126501606,299.9286338531533,337.47923428050626,295.727050431702,309.95886287000013,278.50055840375165,337.6893134515788,274.08889581122776,315.2108421468143,254.97169124362426,303.8665669088957,246.14836605857653,329.9163841218939,247.40884108501191,302.39601271138775,222.82957806952174,333.4877300301275,223.45981558273942
labeled-data,8_EtOH_web_camera2022-06-27T15_24_24,img1171.png,313.24502531721566,297.8185710428592,337.2709812201626,296.38845462006475,309.24069933339115,276.36682470094235,336.69893465104485,274.36466170903003,313.24502531721566,255.48712492814315,302.09011721941886,246.90642639137639,328.11823611427803,251.19677565975974,303.3226001314564,225.7003009479438,328.86653747838045,227.66575927788492
