scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0614.png,302.1461546054435,284.81334872863533,331.9182196664598,284.35176632458854,302.3769458074669,260.81106371820357,331.2258460603896,258.2723604959464,314.8396707167295,219.49943855601816,300.7614073933032,214.88361451555053,324.7636924037349,209.57541686901277,294.76083614069523,194.11240633344613,319.67332614556847,186.51357641821068
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0652.png,302.80761254645796,283.4494121761647,330.6445821443551,284.33312549673286,304.1331825273102,261.5775074921026,331.74922379506535,259.3682241906822,315.4005273645543,219.3801964349728,300.81925757517956,214.51977317184787,327.7725138525086,207.45006660730257,294.8541926613445,193.53158180835396,321.1446639482474,187.34558856437684
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0669.png,302.28834220477717,281.9477899322305,330.417252810362,283.6599844908313,303.26673909540625,260.4230583383916,331.8848481463056,259.2000622251053,314.76290256029745,220.06418659994375,300.57614764617637,214.19380525616953,327.2374629158177,208.3234239123953,293.7273694117731,192.91367288498793,318.9210893454708,187.28789076387096
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0733.png,300.94527992749977,283.8935175712377,330.739043306655,282.8835594905883,301.4502589678244,260.66448171630304,331.74900138730436,258.13958651467976,313.8222454557787,220.77113753065453,299.93532184685046,215.21636808708323,324.4268053025967,209.66159864351192,294.8855314436038,194.2597379136096,318.6195463388631,190.2199055910123
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0844.png,302.72592725524953,283.4300612215334,331.12902569913564,282.9526982224765,303.2032902543064,259.80059276821635,330.65166270007876,259.084548269631,312.7505502354446,222.56627884177738,298.42966026373733,216.83792285309448,323.49121771422506,210.63220386535465,293.4173487736398,194.64054339694815,316.5694542278999,190.34427640543595
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0891.png,302.3127740178581,283.2646608600834,330.6231614660596,283.2646608600834,302.3127740178581,258.493071842907,331.802760943068,258.1981719736549,313.5189690494379,219.86118897088198,300.2484749330934,215.1427910628484,325.02006395026973,209.5396935470585,294.9402772865556,190.66610191492416,317.94246708821936,186.83240361464686
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img0986.png,302.7160737530964,283.85526935408177,331.4367566715617,284.3681386919115,301.6903350774369,259.49397580716925,330.92388733373195,259.49397580716925,313.7427645164357,220.51590613210917,297.3309457058841,215.90008209164154,324.25658594194533,210.25851937551442,291.4329483208421,194.35956990279254,318.8714578947331,190.76948453798437
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img1014.png,303.4097063547622,283.4300612215334,331.81280479864836,283.19137972200497,305.3191583509899,260.0392742677448,332.5288492972337,259.084548269631,314.38905533307116,221.85023434319203,299.59080236230693,217.55396735167983,324.8910413123231,211.34824836393997,292.4303573764533,193.68581739883433,317.92459929961046,187.89064163330113
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img1049.png,302.64062327634775,283.31876857522445,331.9866122720901,283.0613476191214,304.44256996906876,257.8340939210271,330.9569284476781,259.6360406137481,314.2245663009829,221.02289719829764,298.5218879786997,216.90416190064957,325.551088369515,210.98347991028052,293.6308898127426,192.9640129830703,318.08588064252797,186.7859100365982
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img1081.png,302.4030991848346,284.1725382167608,330.79238960808686,283.6655866020599,303.4170024142365,261.10623974786836,330.03196218603546,259.838860711116,313.55603470825514,220.55011057179365,298.3474862672271,216.74797346153665,324.70897023167566,210.66455408512545,293.0244943128673,193.42819918529372,317.79312446847933,189.5155979099657
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img1103.png,301.69617192501636,281.9933761260659,330.24326829837,283.8436508910055,305.3967214548955,262.9619785438301,331.3005681640498,259.7900789467908,312.7978205146539,219.87700901737958,297.99562239513716,215.11915962182064,324.42811903713135,210.09698525984174,293.50209796599813,192.65153747612558,319.6702696415724,188.42233801340652
labeled-data,9_EtOH_cop_video2022-07-08T17_17_55,img1141.png,301.24559451341486,282.78422064499944,330.4781604825218,283.0574221961126,303.7044084734332,258.7424841470424,330.4781604825218,258.4692825959292,313.8128658646197,221.58707319565414,298.7867805533965,215.84984062227804,323.92132325580616,209.83940649778873,291.9567417755678,192.6277087776604,313.2664627623934,187.98328240873684
